tessellate;extrude;visibility;PLR_ID;PLR_NAME;BEZ;STAND;GROESSE_M2
-1;0;-1;3601453;Alter Schlachthof;3;01.01.2021;577288.26
-1;0;-1;12500930;Wittenau Mitte;12;01.01.2021;1613716.435
-1;0;-1;12200310;Klixstraße;12;01.01.2021;819510.933
-1;0;-1;4501147;Leon-Jessel-Platz;4;01.01.2021;248608.958
-1;0;-1;8200832;Buckow Mitte;8;01.01.2021;2032572.845
-1;0;-1;9100304;Baumschulenweg West;9;01.01.2021;1613826.884
-1;0;-1;12400616;Konradshöhe/Tegelort;12;01.01.2021;2336407.792
-1;0;-1;8100207;Rollberg;8;01.01.2021;371774.258
-1;0;-1;10100206;Wuhletalstraße;10;01.01.2021;845789.678
-1;0;-1;4500939;Eisenzahnstraße;4;01.01.2021;757142.69
-1;0;-1;10200421;Helle Mitte;10;01.01.2021;163851.514
-1;0;-1;4200204;Angerburger Allee;4;01.01.2021;361436.949
-1;0;-1;7100205;Alvenslebenstraße;7;01.01.2021;317584.653
-1;0;-1;7601236;Marienfelder Allee Nordwest;7;01.01.2021;1147177.253
-1;0;-1;3601140;Malmöer Straße;3;01.01.2021;280593.845
-1;0;-1;3400620;Schönholz;3;01.01.2021;1909837.667
-1;0;-1;8401138;Goldhähnchenweg;8;01.01.2021;133642.042
-1;0;-1;1100206;Unter den Linden;1;01.01.2021;1297109.673
-1;0;-1;3200310;Krugpfuhl;3;01.01.2021;2267490.053
-1;0;-1;9200614;Oberspree;9;01.01.2021;1072394.942
-1;0;-1;1200629;Hansaviertel;1;01.01.2021;534709.38
-1;0;-1;1100308;Charitéviertel;1;01.01.2021;1682606.662
-1;0;-1;8200624;Tempelhofer Weg;8;01.01.2021;1189601.201
-1;0;-1;5100314;Kurstraße;5;01.01.2021;475094.232
-1;0;-1;11200515;Weiße Taube;11;01.01.2021;1033881.811
-1;0;-1;4300412;Schlossgarten;4;01.01.2021;1261028.946
-1;0;-1;6200418;Landweg;6;01.01.2021;1105430.596
-1;0;-1;11401034;Tierpark;11;01.01.2021;1733231.062
-1;0;-1;12500825;Borsigwalde;12;01.01.2021;1849143.867
-1;0;-1;6300633;Augustaplatz;6;01.01.2021;1667886.653
-1;0;-1;1100205;Wilhelmstraße;1;01.01.2021;634642.165
-1;0;-1;2100105;Prinzenstraße;2;01.01.2021;423358.266
-1;0;-1;8100521;Schulenburgpark;8;01.01.2021;2197546.314
-1;0;-1;5300838;Gartenfeld;5;01.01.2021;934726.135
-1;0;-1;9401330;Wendenschloß;9;01.01.2021;964266.27
-1;0;-1;3200309;Eddastraße;3;01.01.2021;3067550.203
-1;0;-1;9100408;Johannisthal Ost;9;01.01.2021;766677.209
-1;0;-1;4100101;Jungfernheide/Plötzensee;4;01.01.2021;5250473.344
-1;0;-1;3601142;Falkplatz;3;01.01.2021;907509.179
-1;0;-1;3400831;Pankower Tor;3;01.01.2021;534831.009
-1;0;-1;5100209;Westerwaldstraße;5;01.01.2021;747050.619
-1;0;-1;2200213;Graefekiez Nord;2;01.01.2021;592499.911
-1;0;-1;3400723;Garbátyplatz;3;01.01.2021;607995.223
-1;0;-1;8100418;Hertzbergplatz;8;01.01.2021;640246.503
-1;0;-1;10300732;Buckower Ring;10;01.01.2021;2059672.622
-1;0;-1;1300731;Koloniestraße;1;01.01.2021;666927.388
-1;0;-1;6100103;Markelstraße;6;01.01.2021;461305.073
-1;0;-1;2400522;Richard-Sorge-Viertel;2;01.01.2021;554538.617
-1;0;-1;11300722;Rathaus Lichtenberg;11;01.01.2021;889744.454
-1;0;-1;1200624;Heidestraße;1;01.01.2021;687993.491
-1;0;-1;10300731;Oberfeldstraße;10;01.01.2021;2741494.88
-1;0;-1;2100106;Wassertorplatz;2;01.01.2021;388951.28
-1;0;-1;4200205;Flatowallee;4;01.01.2021;977771.372
-1;0;-1;9100409;Landschaftspark Adlershof;9;01.01.2021;2988017.977
-1;0;-1;6200317;Lankwitz Süd;6;01.01.2021;1481592.997
-1;0;-1;4501146;Barstraße;4;01.01.2021;668496.932
-1;0;-1;8100206;Flughafenstraße;8;01.01.2021;421628.391
-1;0;-1;3400828;Spiekermann Straße;3;01.01.2021;364480.397
-1;0;-1;5100316;Carl-Schurz-Straße;5;01.01.2021;1377524.418
-1;0;-1;11401033;Gensinger Straße;11;01.01.2021;453276.055
-1;0;-1;11401135;Dolgenseestraße;11;01.01.2021;699967.556
-1;0;-1;4501041;George-Grosz-Platz;4;01.01.2021;464758.366
-1;0;-1;4300415;Lietzensee;4;01.01.2021;633131.4
-1;0;-1;7601238;Marienfelde Nordost;7;01.01.2021;1985005.113
-1;0;-1;2400521;Friedenstraße;2;01.01.2021;731459.521
-1;0;-1;7300517;Perelsplatz;7;01.01.2021;636676.693
-1;0;-1;6200311;Alt-Lankwitz;6;01.01.2021;993752.851
-1;0;-1;12100103;Breitkopfbecken;12;01.01.2021;720518.32
-1;0;-1;10100313;Alt-Marzahn;10;01.01.2021;1098916.273
-1;0;-1;7200411;Julius-Leber-Brücke;7;01.01.2021;135104.957
-1;0;-1;4501149;Nikolsburger Platz;4;01.01.2021;441478.723
-1;0;-1;3701555;Sredzkistraße;3;01.01.2021;314592.029
-1;0;-1;9502043;Dammheide;9;01.01.2021;4774864.972
-1;0;-1;5200422;Werkstraße;5;01.01.2021;1187909.516
-1;0;-1;4501040;Hindemithplatz;4;01.01.2021;303195.68
-1;0;-1;9502042;Mittelheide;9;01.01.2021;3196164.766
-1;0;-1;11100204;Falkenberg West;11;01.01.2021;776048.199
-1;0;-1;3400827;Trelleborger Viertel;3;01.01.2021;413274.686
-1;0;-1;2100102;Mehringplatz;2;01.01.2021;624461.329
-1;0;-1;8100105;Silbersteinstraße;8;01.01.2021;463906.1
-1;0;-1;7601341;Diedersdorfer Weg;7;01.01.2021;3913431.257
-1;0;-1;8200623;Park am Buschkrug;8;01.01.2021;1179315.735
-1;0;-1;6200422;Oberhofer Platz;6;01.01.2021;1367505.195
-1;0;-1;11400927;Victoriastadt;11;01.01.2021;374092.568
-1;0;-1;2500729;Pettenkofer Straße;2;01.01.2021;322475.261
-1;0;-1;1200625;Lübecker Straße;1;01.01.2021;325102.799
-1;0;-1;9200511;Griechischer Park;9;01.01.2021;1358629.737
-1;0;-1;10400940;Elsensee;10;01.01.2021;3163866.811
-1;0;-1;12500824;Ziekowstraße/Freie Scholle;12;01.01.2021;2227998.67
-1;0;-1;6400737;Nikolassee;6;01.01.2021;16490237.83
-1;0;-1;9200715;Wista;9;01.01.2021;2671176.226
-1;0;-1;8200728;Ortolanweg;8;01.01.2021;1186449.651
-1;0;-1;8401243;Alt-Rudow;8;01.01.2021;2508146.136
-1;0;-1;2200208;Rathaus Yorckstraße;2;01.01.2021;428884.992
-1;0;-1;8300935;Gropiusstadt Süd-West;8;01.01.2021;677332.441
-1;0;-1;8200727;Parchimer Allee Süd;8;01.01.2021;1156772.864
-1;0;-1;1401043;Antonstraße;1;01.01.2021;298918.993
-1;0;-1;12100206;Humboldtstraße;12;01.01.2021;759312.269
-1;0;-1;11300620;Fennpfuhl Ost;11;01.01.2021;556757.31
-1;0;-1;1100311;Karl-Marx-Allee;1;01.01.2021;807957.752
-1;0;-1;12100101;Letteplatz;12;01.01.2021;780562.753
-1;0;-1;4501042;Breitscheidplatz;4;01.01.2021;603711.632
-1;0;-1;1100101;Stülerstraße;1;01.01.2021;366928.828
-1;0;-1;3300413;Karow Ost;3;01.01.2021;1864269.616
-1;0;-1;9200716;Dörpfeldstraße West;9;01.01.2021;947773.086
-1;0;-1;8200730;Handwerker-Siedlung;8;01.01.2021;1376447.005
-1;0;-1;1401048;Leopoldplatz;1;01.01.2021;408306.36
-1;0;-1;3400619;Wilhelmsruh;3;01.01.2021;2169591.462
-1;0;-1;12500927;Wittenau Nord;12;01.01.2021;2494674.422
-1;0;-1;3200204;Blankenfelde;3;01.01.2021;13067860.48
-1;0;-1;10400941;Pilgramer Straße;10;01.01.2021;3690997.15
-1;0;-1;8100101;Hasenheide;8;01.01.2021;866353.168
-1;0;-1;11300616;Hohenschönhausener Straße;11;01.01.2021;416963.688
